157,130701,104665,1,1103.25,8.27,5.48,5179680947475003,1
157,130701,104666,1,1103.25,8.27,5.48,5179680947475003,2
157,130701,104667,1,1103.25,8.27,5.48,5179680947475003,3
157,130701,104668,1,1103.25,8.27,5.48,5179680947475003,4
157,130701,104669,1,1103.25,8.27,5.48,5179680947475003,5
157,130701,104670,1,1103.25,8.27,5.48,5179680947475003,6
157,130701,104671,1,1103.25,8.27,5.48,5179680947475003,7
157,130701,104672,1,1103.25,8.27,5.48,5179680947475003,8
157,130701,104673,1,1103.25,8.27,5.48,5179680947475003,9
157,130701,104674,1,1103.25,8.27,5.48,5179680947475003,10
157,130701,104675,1,1103.25,8.27,5.48,5179680947475003,1
